text;label;STAWN
PODGRUPA: 1102 | MATNR: 1102180070B88D931S | NAZWAPL: S18.0X070-6K-B-42-08.8- SRUBA DIN931 + | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I3104 | MATNR: I3104060035PZA2T | NAZWAPL: INOX-U06.0X035/24-US-PZ-A2  WKR.STOZK | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1118 | MATNR: 1118160120B88D444T | NAZWAPL: S16.0X120-SO-B-08.8 SRUBA OCZKOWA D444 | AVAILABLE: 20,33;33;73181595
PODGRUPA: 3801 | MATNR: 3801040075ST | NAZWAPL: SDM4X75S        SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 1101 | MATNR: 1101120050B58D933K | NAZWAPL: S12.0X050-6K-B-05.8- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1102 | MATNR: 1102300360S10I014T | NAZWAPL: S30.0X360-6K-S-85-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1333 | MATNR: 1333120060IMB10T | NAZWAPL: W12.0X060-WP-IM-B M.POD.10.9 ISO7380-2 | AVAILABLE: 28,29,33;29;73181568
PODGRUPA: 1102 | MATNR: 1102240130B10I014T | NAZWAPL: S24.0X130-6K-B-60-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1499 | MATNR: 1499300420100S988T | NAZWAPL: P30.0X42.0X1.0S     PODKLADKA DIN988 | AVAILABLE: 3,4,37,41,42,49;42;73182200
PODGRUPA: 1101 | MATNR: 1101050020S88I017T | NAZWAPL: S05.0X020-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1108 | MATNR: 1108120030G88D603T | NAZWAPL: S12.0X030-ZG-G-08.8- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: FIS- | MATNR: FIS-KLEJMO084685S | NAZWAPL: FIS-KLEJ MONTAZOWY MKL  53128 | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;1;35061000
PODGRUPA: 1101 | MATNR: 1101300100G10D933S | NAZWAPL: S30.0X100-6K-G-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102140200S10I014T | NAZWAPL: S14.0X200-6K-S-40-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1109 | MATNR: 1109100080R88D603T | NAZWAPL: S10.0X080-ZG-R-26-08.8- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1101 | MATNR: 1101240070G10I017T | NAZWAPL: S24.0X070-6K-G-10.9- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102160140B88I014T | NAZWAPL: S16.0X140-6K-B-44-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1108 | MATNR: 1108160045BD603T | NAZWAPL: S16.0X045-ZG-B- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1571 | MATNR: 1571040MD467T | NAZWAPL: NM 4M NAKRETKA RADELKOWANA DIN467 | AVAILABLE: 38,49;49;74153300
PODGRUPA: 3107 | MATNR: 3107045016PZNT | NAZWAPL: U04.5X016-UW-PZ-N      WKR.UNIX WALC. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1399 | MATNR: 1399050010ZWB963T | NAZWAPL: W05.0X010-WS-ZW-B DIN963 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1102 | MATNR: 1102140050B88I014T | NAZWAPL: S14.0X050-6K-B-26-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102200310S88D931T | NAZWAPL: S20.0X310-6K-S-65-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101240110G10D691S | NAZWAPL: S24.0X110-6K-G-10.9- SR S6K HV DIN6914 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1599 | MATNR: I1599040A26KBRAT | NAZWAPL: INOX-NITONAKRETKA M4 A2 STOZ. 6-K BRALO | AVAILABLE: 34,35;34;73181631
PODGRUPA: 1101 | MATNR: 1101030050B88D933T | NAZWAPL: S03.0X050-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102060125S88I014T | NAZWAPL: S06.0X125-6K-S-18-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101420160A2D933T | NAZWAPL: INOX-S42.0X160-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1338 | MATNR: 1338160025IMS10T | NAZWAPL: W16.0X025-WS-IM-S-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1102 | MATNR: 1102450150S88D931T | NAZWAPL: S45.0X150-6K-S-102-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 4907 | MATNR: 49071/4150WS | NAZWAPL: KW/UCHWYT MAGNET.1/4 UNI.150MM  WIHA | AVAILABLE: 51,57;57;82079030
PODGRUPA: 1102 | MATNR: 1102180080BD931S | NAZWAPL: S18.0X080-6K-B-42- SRUBA DIN931 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: FIS- | MATNR: FIS-KOLEKP084006S | NAZWAPL: FIS-KOLEK PD 10 S G-K 015936 | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;27;73181558
PODGRUPA: 1308 | MATNR: 1308060055IMCT | NAZWAPL: W06.0X055-WS-IM-C-04.8 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1338 | MATNR: 1338240100IMS10S | NAZWAPL: W24.0X100-WS-IM-S-10.9 STOZ ~DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 3203 | MATNR: 3203120090BPRK | NAZWAPL: H12.0X090-6K----B WKR.DREW KLUCZ | AVAILABLE: 17,19;17;73181100
PODGRUPA: I1101 | MATNR: I1101120055A47IT | NAZWAPL: INOX-S12.0X055-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1303 | MATNR: I1303050020IA273MT | NAZWAPL: INOX-WPIM 5X20I A2 WKR.DO MET.ISO-7380MF | AVAILABLE: 26,28;28;73181562
PODGRUPA: 1101 | MATNR: 1101240240ZN88D933 | NAZWAPL: S24.0X240-6K-ZN-8.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101160320S88D933T | NAZWAPL: S16.0X320-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1314 | MATNR: 1314040020PCMT | NAZWAPL: W04.0X020-WW-PC-M        METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 6709 | MATNR: 6709160191IRWS | NAZWAPL: SWIDER SPIRALNY     16X191   IRWIN | AVAILABLE: 52,56;56;82075090
PODGRUPA: 1338 | MATNR: 1338050025IMC88T | NAZWAPL: W05.0X025-WS-IM-C-08.8 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: FIS- | MATNR: FIS-WIERTLO026818S | NAZWAPL: FIS-WIERTLO SDS+ 160/8/MM -D-  FISCHER | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;54;82075030
PODGRUPA: 1314 | MATNR: 1314030012PZBK | NAZWAPL: W03.0X012-WW-PZ-B        METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: I1101 | MATNR: I1101140030A27933T | NAZWAPL: INOX-S14.0X030-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102300600S88D931T | NAZWAPL: S30.0X600-6K-S-85-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: FIS- | MATNR: FIS-KOLEK651664S | NAZWAPL: FIS-KOLEK DUOXPAND 10X120 FUS 562169 + | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;31;73181582
PODGRUPA: 5513 | MATNR: 5513100140147S | NAZWAPL: RAM-6K-10X140 KOLEK RAMOWY+WKR.6KAT | AVAILABLE: 19,40;19;73181290
PODGRUPA: I1101 | MATNR: I1101330095A2D933T | NAZWAPL: INOX-S33.0X095-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101080040A4D933T | NAZWAPL: INOX-S08.0X040-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102100210B88D931T | NAZWAPL: S10.0X210-6K-B-45-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102160160B88OC15S | NAZWAPL: S16.0X160-6K-B-44-08.8- SR.DIN931 15MIK | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101200040A27933T | NAZWAPL: INOX-S20.0X040-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1306 | MATNR: 1306060045PZAT | NAZWAPL: W06.0X045-WS-PZ-A      METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 2499 | MATNR: 2499040120SD660T | NAZWAPL: NIT 4.0X12S NIT KULISTY DIN660 | AVAILABLE: 3,43,61;43;73182300
PODGRUPA: 1112 | MATNR: 1112100035B88125IT | NAZWAPL: S10.0X035-6K-B-1.25-08.8 SRUBA ISO8676 | AVAILABLE: 29,32;32;73181588
PODGRUPA: 5352 | MATNR: 5352240035B88D976S | NAZWAPL: PG-M24X350B-8.8 PRET GWINTOW. DIN976 | AVAILABLE: 24,25;25;73181548
PODGRUPA: I1101 | MATNR: I1101180090A27IT | NAZWAPL: INOX-S18.0X090-6K-A2 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1306 | MATNR: 1306060045PHBIT | NAZWAPL: W06.0X045-WS-PH-B METR.STOZ.ISO7046 | AVAILABLE: 27,29;27;73181558
PODGRUPA: I1101 | MATNR: I1101270075A48933T | NAZWAPL: INOX-S27.0X075-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1306 | MATNR: 1306050020PZBT | NAZWAPL: W05.0X020-WS-PZ-B METR.STOZ.+ | AVAILABLE: 27,29;27;73181558
PODGRUPA: 5354 | MATNR: 5354300100B10200S | NAZWAPL: PGD- 30X2.0X1000B-10.9  PRET GWINTOW. | AVAILABLE: 24,25;25;73181548
PODGRUPA: 3203 | MATNR: 3203080260BK | NAZWAPL: H08.0X260-6K----B    WKR.DREW KLUCZ+ | AVAILABLE: 17,19;17;73181100
PODGRUPA: 1306 | MATNR: 1306060020PHSIT | NAZWAPL: W06.0X020-WS-PH-S METR.STOZ.ISO7046 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1199 | MATNR: 1199160080S127379S | NAZWAPL: S16.0X080/20-12.9-S SR.PASOWANA ISO7379 | AVAILABLE: 25,29,31,32,33;29;73181568
PODGRUPA: 1101 | MATNR: 1101140110S88I017T | NAZWAPL: S14.0X110-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101160035B58D933K | NAZWAPL: S16.0X035-6K-B-05.8- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1314 | MATNR: 1314060030PZBDLT | NAZWAPL: W06.0X030-WW-PZ-B   METR.WALC. DRI-LOCK | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1101 | MATNR: 1101100050G10I017T | NAZWAPL: S10.0X050-6K-G-10.9- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1301 | MATNR: 1301060100IMCT | NAZWAPL: W06.0X100-WK-IM-C-45-04.8 KULI. MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1531 | MATNR: 1531080CD557T | NAZWAPL: NM 8C  NAKRETKA 4-KATNA  DIN557 | AVAILABLE: 38,39;38;73181692
PODGRUPA: 1102 | MATNR: 1102120140B88D931K | NAZWAPL: S12.0X140-6K-B-36-08.8- SRUBA DIN931+ | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101220140S88I017T | NAZWAPL: S22.0X140-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102240060B88D931S | NAZWAPL: S24.0X060-6K-B-54-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101300110B58D933K | NAZWAPL: S30.0X110-6K-B-05.8- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1102 | MATNR: 1102100100O10D931S | NAZWAPL: S10.0X100-6K-O-26-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101080060A27933T | NAZWAPL: INOX-S08.0X060-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101200040A48933T | NAZWAPL: INOX-S20.0X040-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1314 | MATNR: I1314050040TXA47IT | NAZWAPL: INOX-W05.0X040-WW-TX25-A470 ISO14583 | AVAILABLE: 26,33;33;73181595
PODGRUPA: 3103 | MATNR: 3103040030PZADXK | NAZWAPL: U04.0X030-US-PZ-A WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3103 | MATNR: 3103035030PZRT | NAZWAPL: U03.5X030-US-PZ-R      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1118 | MATNR: 1118200070BD444T | NAZWAPL: S20.0X070-SO-B- SRUBA OCZKOWA D444 | AVAILABLE: 20,33;33;73181595
PODGRUPA: 6709 | MATNR: 6709130101151JORS | NAZWAPL: WIERTLO SPIRALNE 13.0X101151        JOR | AVAILABLE: 52,56;56;82075090
PODGRUPA: 1101 | MATNR: 1101240050S10I017T | NAZWAPL: S24.0X050-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3101 | MATNR: 3101050030PZBF07T | NAZWAPL: U05.0X030-UP-PZ-B    WKR.UNIX PODK. F07 | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1108 | MATNR: 1108060090AD603T | NAZWAPL: S06.0X090-ZG-A- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1108 | MATNR: 1108060025B88D603T | NAZWAPL: S06.0X025-ZG-B-08.8- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1101 | MATNR: 1101120022S88I017T | NAZWAPL: S12.0X022-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1112 | MATNR: 1112140100S10150S | NAZWAPL: S14.0X100-6K-S-1.50-10.9- SRUBA DIN961 | AVAILABLE: 29,32;32;73181588
PODGRUPA: I1101 | MATNR: I1101240180A4D933T | NAZWAPL: INOX-S24.0X180-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 5399 | MATNR: 5399080140KNS | NAZWAPL: KN-.8X140M          KOTWA MONTAZOWA | AVAILABLE: 3,15,19,20,22,24,27,40,45,57;40;73181900
PODGRUPA: 1306 | MATNR: 1306080020PHSIT | NAZWAPL: W08.0X020-WS-PH-S METR.STOZ.ISO7046 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1101 | MATNR: 1101080130B88D933K | NAZWAPL: S08.0X130-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101160040A2D933T | NAZWAPL: INOX-S16.0X040-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 3103 | MATNR: 3103045030PZAT | NAZWAPL: U04.5X030-US-PZ-A   WKR.UNIX STOZ. + | AVAILABLE: 19,22;22;73181499
PODGRUPA: I1101 | MATNR: I1101360090A4D933T | NAZWAPL: INOX-S36.0X090-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101100130S10I017T | NAZWAPL: S10.0X130-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I3103 | MATNR: I3103050065TXA4T | NAZWAPL: INOX-U5.0X65 TX25A4 WKR.UNIX STOZK. | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1499 | MATNR: 1499200B2HD433T | NAZWAPL: P20.0X34.0X3.0-B  PODKLADKA DIN433 200HV | AVAILABLE: 3,4,37,41,42,49;42;73182200
PODGRUPA: 3107 | MATNR: 3107060019PZBT | NAZWAPL: U06.0X019-UW-PZ-B      WKR.UNIX WALC. | AVAILABLE: 19,22;22;73181499
PODGRUPA: I1101 | MATNR: I1101100075A48IT | NAZWAPL: INOX-S10.0X075-6K-A4 80 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101160030S88I017T | NAZWAPL: S16.0X030-6K-S-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1314 | MATNR: I1314016018HA2798T | NAZWAPL: INOX-W01.6X018-WW-PH-A2 M.WALC.DIN7985 | AVAILABLE: 26,33;26;73181552
PODGRUPA: 1101 | MATNR: 1101080030C88D933T | NAZWAPL: S08.0X030-6K-C-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1206 | MATNR: 1206040005ZWS553T | NAZWAPL: V04.0X005-VD-ZW-S-DIN553 WK.DOCI.14H | AVAILABLE: 24,25,49;24;73181542
PODGRUPA: 1599 | MATNR: 1599120BWCKT | NAZWAPL: NM12B  NAKRETKA WCISKANA KALEI | AVAILABLE: 3,36,37,38,39;38;73181692
PODGRUPA: FIS- | MATNR: FIS-OBEJMA021321S | NAZWAPL: FIS-OBEJMA FGRS  40-45  [ 79425] | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;48;73269098
PODGRUPA: 1101 | MATNR: 1101200070R12D933S | NAZWAPL: S20.0X070-6K-R-12.9-SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101220140B88D933T | NAZWAPL: S22.0X140-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101240085A47IT | NAZWAPL: INOX-S24.0X085-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1501 | MATNR: 1501180S12D934T | NAZWAPL: NM18S-KL.12  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 1301 | MATNR: 1301080040IM4B10T | NAZWAPL: W08.0X040-WK-IM-B-10.9  NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1102 | MATNR: 1102160130B88D931T | NAZWAPL: S16.0X130-6K-B-44-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102330090S88I014T | NAZWAPL: S33.0X090-6K-S-72-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101140035S88D933T | NAZWAPL: S14.0X035-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101300120A48933T | NAZWAPL: INOX-S30.0X120-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102200120S58D931K | NAZWAPL: S20.0X120-6K-S-46-05.8 SRUBA DIN931 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 1314 | MATNR: 1314060016PHBT | NAZWAPL: W06.0X016-WW-PH-B METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1333 | MATNR: 1333120040IMB10IT | NAZWAPL: W12.0X040-WP-IM-B M.POD.10.9 ISO7380-2 | AVAILABLE: 28,29,33;29;73181568
PODGRUPA: 1509 | MATNR: 1509160BD1587T | NAZWAPL: NKM16B  NAKRETKA KOLPAKOWA DIN1587 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 3899 | MATNR: 3899070180050SJS | NAZWAPL: SDM 7X180/50S SZPILKA JEDNOSTR. | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 3104 | MATNR: 3104040040PZAT | NAZWAPL: U04.0X040-US-PZ-A-25  WKR.UNIX STOZ. + | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1314 | MATNR: 1314050010PZBT | NAZWAPL: W05.0X010-WW-PZ-B METR.WALC.+ | AVAILABLE: 27,29;27;73181558
PODGRUPA: 3801 | MATNR: 3801100070BT | NAZWAPL: SDM10.0X.70B   SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: I1101 | MATNR: I1101200030A2D933T | NAZWAPL: INOX-S20.0X030-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101180050A47IT | NAZWAPL: INOX-S18.0X050-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1109 | MATNR: 1109080055BD603K | NAZWAPL: S08.0X055-ZG-B-22- SR.ZAMK.GRZYBK.+ | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1102 | MATNR: 1102270110B88D931K | NAZWAPL: S27.0X110-6K-B-50-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1308 | MATNR: 1308060070IMBT | NAZWAPL: W06.0X070-WS-IM-B-04.8 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1102 | MATNR: 1102240075B58D931K | NAZWAPL: S24.0X075-6K-B-54-05.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 3801 | MATNR: 3801270150B88S | NAZWAPL: SDM27.0X150B-8.8    SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;25;73181548
PODGRUPA: 1102 | MATNR: 1102220130S88D931T | NAZWAPL: S22.0X130-6K-S-56-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101120030R10D933T | NAZWAPL: S12.0X030-6K-R-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101120020R88D933T | NAZWAPL: S12.0X020-6K-R-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1338 | MATNR: 1338160080IMS10T | NAZWAPL: W16.0X080-WS-IM-S-38-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1501 | MATNR: 1501420BD934K | NAZWAPL: 2-NM42B  NAKRETKA DIN934 | AVAILABLE: 37,38,39,49;39;73181699
PODGRUPA: 1102 | MATNR: 1102050095S88D931T | NAZWAPL: S05.0X095-6K-S-16-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1306 | MATNR: 1306080070PZBK | NAZWAPL: W08.0X070-WS-PZ-B METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1102 | MATNR: 1102560280S88I014T | NAZWAPL: S56.0X280-6K-S-137-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3801 | MATNR: 3801050080BT | NAZWAPL: SDM 5.0X.80B   SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 1102 | MATNR: 1102360170B56I014T | NAZWAPL: S36.0X170-6K-B-84-05.6- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 1102 | MATNR: 1102200090R88D931T | NAZWAPL: S20.0X090-6K-R-46-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102360300S56I014T | NAZWAPL: S36.0X300-6K-S-97-05.6- SRUSA ISO4014 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: I1101 | MATNR: I1101240040A47933T | NAZWAPL: INOX-S24.0X040-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101220050B88D933K | NAZWAPL: S22.0X050-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1308 | MATNR: 1308060045IMBT | NAZWAPL: W06.0X045-WS-IM-B-04.8 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: I1101 | MATNR: I1101050070A27933T | NAZWAPL: INOX-S05.0X070-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 3104 | MATNR: 3104060060ZWBT | NAZWAPL: U06.0X060-US-ZW-B-40 UNIX STO.- | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1314 | MATNR: 1314060030PZBF21T | NAZWAPL: W06.0X030-WW-PZ-B METR.WALC. F21 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1102 | MATNR: 1102160330B88D931T | NAZWAPL: S16.0X330-6K-B-57-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101300080S58D933K | NAZWAPL: S30.0X080-6K-S-05.8- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1101 | MATNR: 1101080180S10I017T | NAZWAPL: S08.0X180-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 110220185S10D931S | NAZWAPL: S20.0X185-6K-S-55-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: FIS- | MATNR: FIS-KOTWAF097577S | NAZWAPL: FIS-KOTWA FSL 10/59 B TUL.10X105 93809 + | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;40;73181900
PODGRUPA: 1102 | MATNR: 1102140270S88D931T | NAZWAPL: S14.0X270-6K-S-53-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I3104 | MATNR: I3104040030TXA2T | NAZWAPL: INOX-U4.0X30/18 TX20A2 WKR.UNIX STOZ | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1102 | MATNR: 1102120300S10D931S | NAZWAPL: S12.0X300-6K-S-49-10.9- SRUBA DIN 931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102270120B88D931K | NAZWAPL: S27.0X120-6K-B-66-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
