MATNR;NAZWAPL;STAWN;PODGRUPA;OPIS;MATERIAL;PODGRUPA_WIELKOSC;PODGRUPA_ILOSC_KODOW;PODGRUPA_ILOSC_UZUPELNONYCH
1610016150RD471T;PIERSC.OSAD.SPR.Z. 16X1.5R WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 16X1.5R WZMOC.DIN471;;261;2;188
1610017100FD471T;PIERSC.OSAD.SPR.Z. 17X1.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 17X1.0F DIN471;;261;2;188
1610018150FD471T;PIERSC.OSAD.SPR.Z. 18X1.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 18X1.5F WZMOC.DIN471;;261;2;188
1610020175FD471T;PIERSC.OSAD.SPR.Z. 20X1.75F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 20X1.75F WZMOC.DIN471;;261;2;188
1610021120FD471T;PIERSC.OSAD.SPR.Z. 21X1.2F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 21X1.2F DIN471;;261;2;188
1610025200FD471T;PIERSC.OSAD.SPR.Z. 25X2.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 25X2.0F WZMOC.DIN471;;261;2;188
1610028200FD471T;PIERSC.OSAD.SPR.Z. 28X2.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 28X2.0F WZMOC.DIN471;;261;2;188
1610029150FD471T;PIERSC.OSAD.SPR.Z. 29×1.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 29×1.5F DIN471;;261;2;188
1610030200FD471T;PIERSC.OSAD.SPR.Z. 30X2.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 30X2.0F WZMOC.DIN471;;261;2;188
1610030200RD471T;PIERSC.OSAD.SPR.Z. 30X2.0R WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 30X2.0R WZMOC.DIN471;;261;2;188
1610032150FD471T;PIERSC.OSAD.SPR.Z. 32X1.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 32X1.5F DIN471;;261;2;188
1610032200FD471T;PIERSC.OSAD.SPR.Z. 32X2.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 32X2.0F WZMOC.DIN471;;261;2;188
1610034150FD471T;PIERSC.OSAD.SPR.Z. 34×1.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 34×1.5F DIN471;;261;2;188
1610034250FD471T;PIERSC.OSAD.SPR.Z. 34×2.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 34×2.5F WZMOC.DIN471;;261;2;188
1610035150FD471T;PIERSC.OSAD.SPR.Z. 35X1.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 35X1.5F DIN471;;261;2;188
1610035250FD471T;PIERSC.OSAD.SPR.Z. 35X2.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 35X2.5F WZMOC.DIN471;;261;2;188
1610035250RD471T;PIERSC.OSAD.SPR.Z. 35X2.5R WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 35X2.5R WZMOC.DIN471;;261;2;188
1610036175FD471T;PIERSC.OSAD.SPR.Z. 36X1.75F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 36X1.75F DIN471;;261;2;188
1610038250FD471T;PIERSC.OSAD.SPR.Z. 38X2.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 38X2.5F WZMOC.DIN471;;261;2;188
1610038250RD471T;PIERSC.OSAD.SPR.Z. 38X2.5R WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 38X2.5R WZMOC.DIN471;;261;2;188
1610040175FD471T;PIERSC.OSAD.SPR.Z. 40X1.75F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 40X1.75F DIN471;;261;2;188
1610040250FD471T;PIERSC.OSAD.SPR.Z. 40X2.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 40X2.5F WZMOC.DIN471;;261;2;188
1610040250RD471T;PIERSC.OSAD.SPR.Z. 40X2.5R WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 40X2.5R WZMOC.DIN471;;261;2;188
1610045175FD471T;PIERSC.OSAD.SPR.Z. 45X1.75F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 45X1.75F DIN471;;261;2;188
1610045175RD471T;PIERSC.OSAD.SPR.Z. 45X1.75-R DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 45X1.75-R DIN471;;261;2;188
1610045250FD471T;PIERSC.OSAD.SPR.Z. 45X2.5F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 45X2.5F WZMOC.DIN471;;261;2;188
1610047175FD471T;PIERSC.OSAD.SPR.Z. 47×1.75F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 47×1.75F DIN471;;261;2;188
1610048175FD471T;PIERSC.OSAD.SPR.Z. 48×1.75F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 48×1.75F DIN471;;261;2;188
1610050300FD471T;PIERSC.OSAD.SPR.Z. 50X3.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 50X3.0F WZMOC.DIN471;;261;2;188
1610052200FD471T;PIERSC.OSAD.SPR.Z. 52×2.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 52×2.0F DIN471;;261;2;188
1610052300FD471T;PIERSC.OSAD.SPR.Z. 52X3.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 52X3.0F WZMOC.DIN471;;261;2;188
1610055200FD471T;PIERSC.OSAD.SPR.Z. 55X2.0F  DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 55X2.0F  DIN471;;261;2;188
1610055300FD471T;PIERSC.OSAD.SPR.Z. 55X3.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 55X3.0F WZMOC.DIN471;;261;2;188
1610056200FD471T;PIERSC.OSAD.SPR.Z. 56X2.0 F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 56X2.0 F DIN471;;261;2;188
1610058200FD471T;PIERSC.OSAD.SPR.Z. 58×2.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 58×2.0F DIN471;;261;2;188
1610060300FD471T;PIERSC.OSAD.SPR.Z. 60X3.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 60X3.0F WZMOC.DIN471;;261;2;188
1610062200FD471T;PIERSC.OSAD.SPR.Z. 62×2.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 62×2.0F DIN471;;261;2;188
1610065250FD471T;PIERSC.OSAD.SPR.Z. 65×2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 65×2.5F DIN471;;261;2;188
1610065400FD471T;PIERSC.OSAD.SPR.Z. 65X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 65X4.0F WZMOC.DIN471;;261;2;188
1610068250FD471T;PIERSC.OSAD.SPR.Z. 68×2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 68×2.5F DIN471;;261;2;188
1610070250FD471T;PIERSC.OSAD.SPR.Z. 70×2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 70×2.5F DIN471;;261;2;188
1610070400FD471T;PIERSC.OSAD.SPR.Z. 70X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 70X4.0F WZMOC.DIN471;;261;2;188
1610072250FD471T;PIERSC.OSAD.SPR.Z. 72×2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 72×2.5F DIN471;;261;2;188
1610075250FD471T;PIERSC.OSAD.SPR.Z. 75X2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 75X2.5F DIN471;;261;2;188
1610075400FD471T;PIERSC.OSAD.SPR.Z. 75X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 75X4.0F WZMOC.DIN471;;261;2;188
1610080250FD471T;PIERSC.OSAD.SPR.Z. 80×2.5F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 80×2.5F DIN471;;261;2;188
1610080400FD471T;PIERSC.OSAD.SPR.Z. 80X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 80X4.0F WZMOC.DIN471;;261;2;188
1610085300FD471T;PIERSC.OSAD.SPR.Z. 85×3.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 85×3.0F DIN471;;261;2;188
1610090300FD471T;PIERSC.OSAD.SPR.Z. 90×3.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 90×3.0F DIN471;;261;2;188
1610090400FD471T;PIERSC.OSAD.SPR.Z. 90X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 90X4.0F WZMOC.DIN471;;261;2;188
1610095300FD471T;PIERSC.OSAD.SPR.Z. 95×3.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 95×3.0F DIN471;;261;2;188
1610100300FD471T;PIERSC.OSAD.SPR.Z. 100×3.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 100×3.0F DIN471;;261;2;188
1610100400FD471T;PIERSC.OSAD.SPR.Z.100X4.0F WZMOC.DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z.100X4.0F WZMOC.DIN471;;261;2;188
1610110400FD471T;PIERSC.OSAD.SPR.Z. 110X4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 110X4.0F DIN471;;261;2;188
1610115400FD471T;PIERSC.OSAD.SPR.Z. 115×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 115×4.0F DIN471;;261;2;188
1610120400FD471T;PIERSC.OSAD.SPR.Z. 120×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 120×4.0F DIN471;;261;2;188
1610125400FD471T;PIERSC.OSAD.SPR.Z. 125×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 125×4.0F DIN471;;261;2;188
1610130400FD471T;PIERSC.OSAD.SPR.Z. 130×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 130×4.0F DIN471;;261;2;188
1610140400FD471T;PIERSC.OSAD.SPR.Z. 140×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 140×4.0F DIN471;;261;2;188
1610145400FD471T;PIERSC.OSAD.SPR.Z. 145×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 145×4.0F DIN471;;261;2;188
1610150400FD471T;PIERSC.OSAD.SPR.Z. 150×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 150×4.0F DIN471;;261;2;188
1610160400FD471T;PIERSC.OSAD.SPR.Z. 160×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 160×4.0F DIN471;;261;2;188
1610170400FD471T;PIERSC.OSAD.SPR.Z. 170×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 170×4.0F DIN471;;261;2;188
1610180400FD471T;PIERSC.OSAD.SPR.Z. 180×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 180×4.0F DIN471;;261;2;188
1610190400FD471T;PIERSC.OSAD.SPR.Z. 190×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 190×4.0F DIN471;;261;2;188
1610200400FD471T;PIERSC.OSAD.SPR.Z. 200×4.0F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 200×4.0F DIN471;;261;2;188
1610220500FD471T;PIERSC.OSAD.SPR.Z. 220×5.0 F DIN471;;1610;Pierścienie osadcze zewnętrzne (Segera) DIN471 PIERSC.OSAD.SPR.Z. 220×5.0 F DIN471;;261;2;188
1615019SD6799T;PLYTKA OSADCZA SPR. FI- 1.9 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 1.9 S DIN6799;;37;2;29
1615032SD6799T;PLYTKA OSADCZA SPR. FI- 3.2 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 3.2 S DIN6799;;37;2;29
1615040SD6799T;PLYTKA OSADCZA SPR. FI- 4 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 4.0 S DIN6799;;37;2;29
1615050BD6799T;PLYTKA OSADCZA SPR. FI- 5 B DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 5.0 B DIN6799;;37;2;29
1615050SD6799T;PLYTKA OSADCZA SPR. FI- 5 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 5.0 S DIN6799;;37;2;29
1615060SD6799T;PLYTKA OSADCZA SPR. FI- 6 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 6.0 S DIN6799;;37;2;29
1615070BD6799T;PLYTKA OSADCZA SPR. FI- 7.0 B DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 7.0 B DIN6799;;37;2;29
1615070SD6799T;PLYTKA OSADCZA SPR. FI- 7 S DIN6799;;1615;PLYTKA OSADCZA SPR. FI- 7.0 S DIN6799;;37;2;29
1642040010SD7979T;KOLEK WALC.Z GW.WEW 4X6X10S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X10S DIN7979D;;149;2;82
1642040012SD7979T;KOLEK WALC.Z GW.WEW 4X6X12S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X12S DIN7979D;;149;2;82
1642040014SD7979T;KOLEK WALC.Z GW.WEW 4X6X14S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X14S DIN7979D;;149;2;82
1642040016SD7979T;KOLEK WALC.Z GW.WEW 4X6X16S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X16S DIN7979D;;149;2;82
1642040018SD7979T;KOLEK WALC.Z GW.WEW 4X2X18S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X2X18S DIN7979D;;149;2;82
1642040020SD7979T;KOLEK WALC.Z GW.WEW 4X6X20S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X20S DIN7979D;;149;2;82
1642040024SD7979T;KOLEK WALC.Z GW.WEW 4X2X24S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X2X24S DIN7979D;;149;2;82
1642040030SD7979T;KOLEK WALC.Z GW.WEW 4X6X30S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 4X6X30S DIN7979D;;149;2;82
1642050010SD7979T;KOLEK WALC.Z GW.WEW 5X6X10S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X10S DIN7979D;;149;2;82
1642050012SD7979T;KOLEK WALC.Z GW.WEW 5X6X12S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X12S DIN7979D;;149;2;82
1642050014SD7979T;KOLEK WALC.Z GW.WEW 5X6X14S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X14S DIN7979D;;149;2;82
1642050032SD7979T;KOLEK WALC.Z GW.WEW 5X3X32S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X3X32S DIN7979D;;149;2;82
1642050036SD7979T;KOLEK WALC.Z GW.WEW 5X6X36S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X36S DIN7979D;;149;2;82
1642050045SD7979T;KOLEK WALC.Z GW.WEW 5X6X45S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X45S DIN7979D;;149;2;82
1642050050SD7979T;KOLEK WALC.Z GW.WEW 5X6X50S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 5X6X50S DIN7979D;;149;2;82
1642060010SD7979T;KOLEK WALC.Z GW.WEW 6X6X10S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X6X10S DIN7979D;;149;2;82
1642060012SD7979T;KOLEK WALC.Z GW.WEW 6X6X12S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X6X12S DIN7979D;;149;2;82
1642060014SD7979T;KOLEK WALC.Z GW.WEW 6X6X14S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X6X14S DIN7979D;;149;2;82
1642060018SD7979T;KOLEK WALC.Z GW.WEW 6X6X18S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X6X18S DIN7979D;;149;2;82
1642060022SD7979T;KOLEK WALC.Z GW.WEW 6X6X22S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X6X22S DIN7979D;;149;2;82
1642060026SD7979T;KOLEK WALC.Z GW.WEW 6X4X26S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X4X26S DIN7979D;;149;2;82
1642060055SD7979T;KOLEK WALC.Z GW.WEW 6X4X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 6X4X55S DIN7979D;;149;2;82
1642080012SD7979T;KOLEK WALC.Z GW.WEW 8X6X12S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X6X12S DIN7979D;;149;2;82
1642080016SD7979T;KOLEK WALC.Z GW.WEW 8X6X16S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X6X16S DIN7979D;;149;2;82
1642080018SD7979T;KOLEK WALC.Z GW.WEW 8X5X18S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X5X18S DIN7979D;;149;2;82
1642080026SD7979T;KOLEK WALC.Z GW.WEW 8X5X26S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X5X26S DIN7979D;;149;2;82
1642080055SD7979T;KOLEK WALC.Z GW.WEW 8X5X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X5X55S DIN7979D;;149;2;82
1642080065SD7979T;KOLEK WALC.Z GW.WEW 8X6X65S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 8X6X65S DIN7979D;;149;2;82
1642100018SD7979T;KOLEK WALC.Z GW.WEW 10X6X18S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 10X6X18S DIN7979D;;149;2;82
1642100055SD7979T;KOLEK WALC.Z GW.WEW 10X6X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 10X6X55S DIN7979D;;149;2;82
1642120055SD7979T;KOLEK WALC.Z GW.WEW 12X6X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 12X6X55S DIN7979D;;149;2;82
1642140032SD7979T;KOLEK WALC.Z GW.WEW 14X6X32S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 14X6X32S DIN7979D;;149;2;82
1642140040SD7979T;KOLEK WALC.Z GW.WEW 14X6X40S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 14X6X40S DIN7979D;;149;2;82
1642140050SD7979T;KOLEK WALC.Z GW.WEW 14X6X50S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 14X6X50S DIN7979D;;149;2;82
1642140060SD7979T;KOLEK WALC.Z GW.WEW 14X8X60S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 14X8X60S DIN7979D;;149;2;82
1642140080SD7979T;KOLEK WALC.Z GW.WEW 14X8X80S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 14X8X80S DIN7979D;;149;2;82
1642160028SD7979T;KOLEK WALC.Z GW.WEW 16X8X28S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 16X8X28S DIN7979D;;149;2;82
1642160030SD7979T;KOLEK WALC.Z GW.WEW 16X8X30S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 16X8X30S DIN7979D;;149;2;82
1642160032SD7979T;KOLEK WALC.Z GW.WEW 16X8X32S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 16X8X32S DIN7979D;;149;2;82
1642160055SD7979T;KOLEK WALC.Z GW.WEW 16X8X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 16X8X55S DIN7979D;;149;2;82
1642160100SD7979T;KOLEK WALC.Z GW.WEW 16X6X100S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 16X6X100S DIN7979D;;149;2;82
1642200036SD7979T;KOLEK WALC.Z GW.WEW 20X10X36S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X36S DIN7979D;;149;2;82
1642200045SD7979T;KOLEK WALC.Z GW.WEW 20X10X45S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X45S DIN7979D;;149;2;82
1642200055SD7979T;KOLEK WALC.Z GW.WEW 20X10X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X55S DIN7979D;;149;2;82
1642200140SD7979T;KOLEK WALC.Z GW.WEW 20X10X140S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X140S DIN7979D;;149;2;82
1642200150SD7979T;KOLEK WALC.Z GW.WEW 20X10X150S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X150S DIN7979D;;149;2;82
1642200160SD7979T;KOLEK WALC.Z GW.WEW 20X10X160S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X160S DIN7979D;;149;2;82
1642200180SD7979T;KOLEK WALC.Z GW.WEW 20X10X180S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X180S DIN7979D;;149;2;82
1642200200SD7979T;KOLEK WALC.Z GW.WEW 20X10X200S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 20X10X200S DIN7979D;;149;2;82
1642250050SD7979T;KOLEK WALC.Z GW.WEW 25X16X50S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X50S DIN7979D;;149;2;82
1642250060SD7979T;KOLEK WALC.Z GW.WEW 25X16X60S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X60S DIN7979D;;149;2;82
1642250070SD7979T;KOLEK WALC.Z GW.WEW 25X16X70S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X70S DIN7979D;;149;2;82
1642250080SD7979T;KOLEK WALC.Z GW.WEW 25X16X80S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X80S DIN7979D;;149;2;82
1642250100SD7979T;KOLEK WALC.Z GW.WEW 25X16X100S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X100S DIN7979D;;149;2;82
1642250120SD7979T;KOLEK WALC.Z GW.WEW 25X16X120S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X120S DIN7979D;;149;2;82
1642250130SD7979T;KOLEK WALC.Z GW.WEW 25X16X130S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 25X16X130S DIN7979D;;149;2;82
1642300055SD7979T;KOLEK WALC.Z GW.WEW 30X20X55S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X55S DIN7979D;;149;2;82
1642300060SD7979T;KOLEK WALC.Z GW.WEW 30X20X60S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X60S DIN7979D;;149;2;82
1642300070SD7979T;KOLEK WALC.Z GW.WEW 30X20X70S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X70S DIN7979D;;149;2;82
1642300080SD7979T;KOLEK WALC.Z GW.WEW 30X20X80S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X80S DIN7979D;;149;2;82
1642300100SD7979T;KOLEK WALC.Z GW.WEW 30X20X100S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X100S DIN7979D;;149;2;82
1642300120SD7979T;KOLEK WALC.Z GW.WEW 30X20X120S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 30X20X120S DIN7979D;;149;2;82
1642400060SD7979T;KOLEK WALC.Z GW.WEW 40X20X60S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 40X20X60S DIN7979D;;149;2;82
1642400070SD7979T;KOLEK WALC.Z GW.WEW 40X20X70S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 40X20X70S DIN7979D;;149;2;82
1642400080SD7979T;KOLEK WALC.Z GW.WEW 40X20X80S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 40X20X80S DIN7979D;;149;2;82
1642400090SD7979T;KOLEK WALC.Z GW.WEW 40X20X90S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 40X20X90S DIN7979D;;149;2;82
1642400100SD7979T;KOLEK WALC.Z GW.WEW 40X20X100S DIN7979D;;1642;KOLEK WALC.Z GW.WEW 40X20X100S DIN7979D;;149;2;82
1655020004MIT;NITOKOLEK 2.0X4M ISO8746;;1655;NITOKOLEK 2.0X4M ISO8746;cu-zn-mosiadz;102;2;91
1655020005MIT;NITOKOLEK 2.0X5M ISO8746;;1655;NITOKOLEK 2.0X5M ISO8746;cu-zn-mosiadz;102;2;91
